User Rating,User Review,User Name,Review Date,DateOfReview,FinalText,FinalTextSentimentNegative,FinalTextSentimentPositive,FinalTextSentimentNeutral,FinalTextSentimentCompound,FinalTextSentiment,UserReviewSentimentNegative,UserReviewSentimentPositive,UserReviewSentimentNeutral,UserReviewSentimentCompound,UserReviewSentiment
5.0,"very good mixer. I got it for 2400 on big billion day. the quality is very nice. looks pourable. look is nice. delivered safely and nicely. one is for dry other for wet. and small one can be roused for both. and one is juice grinder which personally loved. grinder is 2 bladed, rest all are single bladed. it is not that loud bout yeah you get the sound like all other grinder.",Vinay Customer,9months ago,2019-11-03,good mixer I get 2400 big billion day quality nice look pourable look nice deliver safely nicely one dry wet small one rouse one juice grinder personally love grinder 2 bladed rest single bladed loud bout yeah get sound like grinder,0.0,0.416,0.584,0.9702,pos,0.0,0.268,0.732,0.9712,pos
5.0,super product on this rate only the plastic quality is bit low other than everything is fine and am happy with it thank you flipkart,Flipkart Customer,9months ago,2019-11-03,super product rate plastic quality bit low everything fine happy thank flipkart,0.1,0.567,0.333,0.8689,pos,0.062,0.35,0.588,0.8689,pos
5.0,nice quality invar perfect super product I am happy,Flipkart Customer,9months ago,2019-11-03,nice quality invar perfect super product I happy,0.0,0.779,0.221,0.9337,pos,0.0,0.738,0.262,0.9337,pos
5.0,"Too Good, it is been almost a month I have been using this juicer mixer.design5* speed 5* sound4* (I know it cannot be silent but still) the best part is juicer it hardly takes 2 seconds to get pure fruits juice... amazing...me and my kids are loving it.worth it.i will recommend this to anyone who wants good power mixer with juicer but in reasonable price...this is for them.Thank you Butterfly rapid.",Sheetal Khandagale,6months ago,2020-02-03,Too Good almost month I use juicer mixer design5 speed 5 sound4 I know silent still best part juicer hardly take 2 second get pure fruit juice amaze kid love worth recommend anyone want good power mixer juicer reasonable price Thank Butterfly rapid,0.0,0.432,0.568,0.9747,pos,0.0,0.234,0.766,0.969,pos
5.0,wow ! Super very nice heartly satisfied i gifted to my parents they really happy because in my childhood itself they used this company mix butterfly more than 20 years without any repair it too old now  again come back........,Flipkart Customer,8months ago,2019-12-03,wow Super nice heartly satisfy gift parent really happy childhood use company mix butterfly 20 year without repair old come back,0.0,0.576,0.424,0.9657,pos,0.0,0.341,0.659,0.9592,pos
5.0,Wow very good product thank you  Flipkart mene use kiyi very quick wark Wow i am happy,Flipkart Customer,6months ago,2020-02-03,Wow good product thank Flipkart mene use kiyi quick wark Wow happy,0.0,0.705,0.295,0.9493,pos,0.0,0.594,0.406,0.9553,pos
5.0,"Nice product And value for moneyReally Speed motor, Takes masala within 5 minutes,Juicer also nice and everything at affordable price.Really satisfied with this product The butterfly mixer which is actually like butterfly Simple cute and not even Heavy...Thanks Flipkart for this delivery...Wonderful Thing️",Kartik Parate,23days ago,2020-07-11,Nice product And value moneyReally Speed motor Takes masala within 5 minute Juicer also nice everything affordable price Really satisfy product The butterfly mixer actually like butterfly Simple cute even Heavy Thanks Flipkart delivery Wonderful Thing,0.0,0.455,0.545,0.9698,pos,0.0,0.306,0.694,0.936,pos
5.0,"Pros:-   Product built quality is very good and strong       All the components are very strong and anyone can easily open and close it, they not  so tight, weight of the mixer is very low easily portable                                      ON  :-    mixer sometimes get heat up",Flipkart Customer,8months ago,2019-12-03,Pros Product build quality good strong All component strong anyone easily open close tight weight mixer low easily portable ON mixer sometimes get heat,0.061,0.416,0.523,0.9042,pos,0.044,0.281,0.675,0.9191,pos
5.0,The quality is best .our author company for value of money. Mutter sound better for bajan mixer.but steel jar is medium. Pus improved jar quality  . Pus every family person purchase this product  .thank flipkraft thank butter fly company. So god,Kuddus  Mandal,8months ago,2019-12-03,The quality best author company value money Mutter sound well bajan mixer steel jar medium Pus improve jar quality Pus every family person purchase product thank flipkraft thank butter fly company So god,0.0,0.427,0.573,0.9541,pos,0.0,0.374,0.626,0.9604,pos
4.0,We opened product bought just one week ago.  Used one jar only once.  So far looks great.  Good sturdy package and nice shipping.    We hope Butterfly will be durable.   Five stars for price and delivery to flipkart/seller.  Will use more to know performance.,Rambabu Chenna,1month ago,2020-07-03,We open product buy one week ago Used one jar So far look great Good sturdy package nice shipping We hope Butterfly durable Five star price delivery flipkart seller Will use know performance,0.0,0.309,0.691,0.918,pos,0.0,0.249,0.751,0.918,pos
4.0,"Better for juicing, awesome for grinding both wet and dry spices. More frequent motor with three speed 1,2,3,along with whip. More suitable for a newly user and more attractive in shows",Raskendra  Bihari,9months ago,2019-11-03,Better juicing awesome grind wet dry spice More frequent motor three speed 1 2 3 along whip More suitable newly user attractive show,0.0,0.331,0.669,0.872,pos,0.0,0.267,0.733,0.8805,pos
5.0,hi Flipkart is butterfly pixie very good motor condition grander juice almost good Flipkart quality very very nice wonderful thank you Flipkart I give 5 star,Shaik Khader,"Jul, 2019",2019-07-03,hi Flipkart butterfly pixie good motor condition grander juice almost good Flipkart quality nice wonderful thank Flipkart I give 5 star,0.0,0.534,0.466,0.9452,pos,0.0,0.486,0.514,0.9576,pos
5.0,"Really a good product , it grinds really fast and the noise generated is minimum , to mention a negative aspect , the dry grind jar's lid is poorly designed it breaks easily , even if you open it with at most care , but it grinds even the toughest things like dry turmeric into a nice powder .Overall performance is excellent , I will surely recommend this product.  P.s I am writing this review after using the product for almost 8 months.",KASI VISWANATHAN,1month ago,2020-07-03,Really good product grind really fast noise generate minimum mention negative aspect dry grind jar lid poorly design break easily even open care grind even tough thing like dry turmeric nice powder Overall performance excellent I surely recommend product P I write review use product almost 8 month,0.078,0.349,0.572,0.9516,pos,0.037,0.247,0.716,0.9696,pos
5.0,Ahi tak use nail Kiyi bat product is weri good woman..Sam small scratch in user..bat good I like it......I love it very very nice juicer ....I lovee it ...I lovee you flipkart .Reenact,Reenaaz Shaikh,2months ago,2020-06-03,Ahi tak use nail Kiyi bat product weri good woman Sam small scratch user bat good I like I love nice juicer I lovee I lovee flipkart Reenact,0.0,0.399,0.601,0.936,pos,0.0,0.362,0.638,0.942,pos
4.0,"Nice product. But the led for medium jar is plastic. Other then that it is a very good product. That color, shape everything is perfect ",Flipkart Customer,4months ago,2020-04-03,Nice product But lead medium jar plastic Other good product That color shape everything perfect,0.0,0.474,0.526,0.8957,pos,0.0,0.338,0.662,0.905,pos
5.0,wonder full item. Need Bottom support to be improve with more robust design.,Hari Ganesh,7months ago,2020-01-03,wonder full item Need Bottom support improve robust design,0.0,0.571,0.429,0.7906,pos,0.0,0.453,0.547,0.807,pos
5.0,Product is very good but delivery is very poor i receive the product form delivery courier by physically visit. after the payment of delivery charges also product is very price worth and working as i need. less noise awesome work overall everything is perfect in this price range.Flipkart i request to improve the delivery of product please send product to your e-kart logistic so we can get our product on door step .even that after receiving my product from delivery courier center in my ord...,Bhanu Partap Singh,8months ago,2019-12-03,Product good delivery poor receive product form delivery courier physically visit payment delivery charge also product price worth working need less noise awesome work overall everything perfect price range Flipkart request improve delivery product please send product e kart logistic get product door step even receive product delivery courier center ord,0.048,0.271,0.681,0.9249,pos,0.068,0.207,0.725,0.9404,pos
4.0,Nice one with good quality in affordable price. Wars were good and motor is strong. You can go for it ,Panchada Mohanarao,9months ago,2019-11-03,Nice one good quality affordable price Wars good motor strong You go,0.16,0.529,0.311,0.8074,pos,0.118,0.39,0.492,0.8074,pos
4.0,"Safely packed Excellent product by butterfly, i gifted it to my mom and she is really satisfied with the quality of the product.Don’t know about the life, comparing it with the previous Meet Mixer which was almost 25yrs old and still working.Thank you Flipkart and butterfly.",Sumeeth Suresh,10months ago,2019-10-03,Safely packed Excellent product butterfly gift mom really satisfied quality product Don know life compare previous Meet Mixer almost 25yrs old still work Thank Flipkart butterfly,0.0,0.423,0.577,0.9371,pos,0.0,0.189,0.811,0.8748,pos
5.0,Its cool I loved the design N its working in good conditionEverything is good,Flipkart Customer,23days ago,2020-07-11,Its cool I love design N working good conditionEverything good,0.0,0.672,0.328,0.9062,pos,0.0,0.545,0.455,0.9001,pos
5.0,Product is very good.. I like it.. quality is good..  it is is grinding very fast in just seconds..  has it has high motor... Very good product..,Shirish,29days ago,2020-07-05,Product good I like quality good grind fast second high motor Very good product,0.0,0.535,0.465,0.8883,pos,0.0,0.344,0.656,0.9011,pos
4.0,"Overall good but still cost could be low and delivery could be improved cum faster. Good side:Material is tough and goodcandtaianders fiance.Less noisy.Good grip.Smooth grianddiandg Shindy outlook Easy movement Best for 5-6 people familyCaand Improve:Cost of product could be lowAdditiandal relevant stuff could add like juice glasses, spoon, picker.Fast deliveryAll are based and wand experience, still you may review and proceed for selectiand.",Rajkumar Baraskar,1month ago,2020-07-03,Overall good still cost could low delivery could improve cum faster Good side Material tough goodcandtaianders fiance Less noisy Good grip Smooth grianddiandg Shindy outlook Easy movement Best 5 6 people familyCaand Improve Cost product could lowAdditiandal relevant stuff could add like juice glass spoon picker Fast deliveryAll base wand experience still may review proceed selectiand,0.068,0.323,0.61,0.9629,pos,0.053,0.278,0.669,0.9659,pos
5.0,"I am writing this review after 15 day use. First of all, let me tell you that the product is quite cheaper when compared to its counterpart. And the feather in cap is the Juicer pot which work exactly what it intended to. The three plain old telephone service are made up of stainless steel body. Heavy 750 Watt motor will make grinding within few seconds. The power cord is long enough to perform operations away from power switch. Overall I am happy with the purchase.",Chaitanya Borkar,1month ago,2020-07-03,I write review 15 day use First let tell product quite cheap compare counterpart And feather cap Juicer pot work exactly intend The three plain old telephone service make stainless steel body Heavy 750 Watt motor make grinding within second The power cord long enough perform operation away power switch Overall I happy purchase,0.0,0.065,0.935,0.5719,pos,0.0,0.042,0.958,0.5719,pos
5.0,The mixer is very stylish and it has a shiny black colour and yeah I loved it thank you flipkart,Flipkart Customer,1month ago,2020-07-03,The mixer stylish shiny black colour yeah I love thank flipkart,0.0,0.527,0.473,0.836,pos,0.0,0.336,0.664,0.8225,pos
5.0,Very nice product . As same as shown in the image. Works nicely .it is value for money and it has a very good motor and it is a stylish product.You can buy this product . Quality is very good .I love this product and I will recommend you to buy this,Flipkart Customer,1month ago,2020-07-03,Very nice product As show image Works nicely value money good motor stylish product You buy product Quality good I love product I recommend buy,0.0,0.537,0.463,0.9633,pos,0.0,0.326,0.674,0.9672,pos
5.0,EXCELLENT AND GOOD PACKAGING......IT HAVE A POWERFUL MOTOR AND SOL VERY GOOD  IN LOOK 5 STAR,Ankit Yadav,1month ago,2020-07-03,EXCELLENT AND GOOD PACKAGING IT HAVE A POWERFUL MOTOR AND SOL VERY GOOD IN LOOK 5 STAR,0.0,0.556,0.444,0.9535,pos,0.0,0.575,0.425,0.9535,pos
4.0,Awesome butterfly mixer grinder awesome quality awesome use all jar very good and juicer also good I am very happy with this purchasing,Rajan Kumar,2months ago,2020-06-03,Awesome butterfly mixer grinder awesome quality awesome use jar good juicer also good I happy purchasing,0.0,0.686,0.314,0.9712,pos,0.0,0.568,0.432,0.9732,pos
5.0,I really loved it and juicers is to good it grinds to fast it’s a very nice product.,Flipkart Customer,5months ago,2020-03-03,I really love juicer good grind fast nice product,0.0,0.635,0.365,0.8874,pos,0.0,0.404,0.596,0.8803,pos
5.0,best and best. best quality and good work . this my daily helper . go for it 101% satisfied,Kumarsen Azad,6months ago,2020-02-03,best best best quality good work daily helper go 101 satisfy,0.0,0.807,0.193,0.9678,pos,0.0,0.614,0.386,0.967,pos
4.0,The product is good but not the best. I feel the quality of the product is not as expected. The material used to make the product and it is jars is plastic and is very thin so the probability of the product lasting depends on the careful usage of it. The motor of this mixer is powerful I like it. Overall at an affordable rate you get a moderately good juicer mixer.,Sharath  S,6months ago,2020-02-03,The product good best I feel quality product expect The material use make product jar plastic thin probability product last depends careful usage The motor mixer powerful I like Overall affordable rate get moderately good juicer mixer,0.0,0.353,0.647,0.9423,pos,0.053,0.172,0.775,0.8441,pos
4.0,Good Performance hot time se flipkart any much upset oriya the much 3 product refund kranz made but I am impress now this product is really very good I got it Rs.2849.,Gazala  Parveen ,7months ago,2020-01-03,Good Performance hot time se flipkart much upset oriya much 3 product refund kranz make I impress product really good I get Rs 2849,0.082,0.285,0.633,0.7501,neg,0.045,0.261,0.695,0.866,pos
4.0,"The mixer works absolutely fine. Just a bit disappointed with the lid of the jars. One of the lid is plastic without rubber, would have been happy to have transparent plastic lid. Overall it is a good product.",Flipkart Customer,7months ago,2020-01-03,The mixer work absolutely fine Just bit disappointed lid jar One lid plastic without rubber would happy transparent plastic lid Overall good product,0.203,0.166,0.631,-0.2744,pos,0.068,0.19,0.742,0.6801,pos
5.0,really a great and good product and cheapest price I won it works really awesome the quality of the product is really wow,Flipkart Customer,8months ago,2019-12-03,really great good product cheap price I work really awesome quality product really wow,0.0,0.616,0.384,0.9521,pos,0.0,0.52,0.48,0.966,pos
5.0,excellent motor is so fast jar are good over all nice,Flipkart Customer,8months ago,2019-12-03,excellent motor fast jar good nice,0.0,0.758,0.242,0.8555,pos,0.0,0.54,0.46,0.8555,pos
5.0,SIMPLY AWESOME awesome product thank you butterfly good finishing loved good delivery thanks to flipkart good choice at this price segment go for it,Mani Marana,8months ago,2019-12-03,SIMPLY AWESOME awesome product thank butterfly good finishing love good delivery thanks flipkart good choice price segment go,0.0,0.731,0.269,0.9803,pos,0.0,0.627,0.373,0.9797,pos
5.0,Nice one worth for money very nice product I am happy thank you Flipkart,RAMESH GOUNDER,10months ago,2019-10-03,Nice one worth money nice product I happy thank Flipkart,0.0,0.733,0.267,0.9136,pos,0.0,0.609,0.391,0.9184,pos
4.0,The product has been Good and grinds items very fine and fast too. Happy with the product.Only once its jar became very very hot within use of minutes (Dont know the reason for it) but it never happened again.,Sandeep Shettigar,11months ago,2019-09-03,The product Good grind item fine fast Happy product Only jar become hot within use minute Dont know reason never happen,0.0,0.318,0.682,0.8126,pos,0.0,0.14,0.86,0.5922,pos
4.0,it is pretty easy safe and happy,ahamed shaik,11months ago,2019-09-03,pretty easy safe happy,0.0,1.0,0.0,0.9136,pos,0.0,0.809,0.191,0.9136,pos
5.0,Beautiful product. Added beauty to the kitchen. Works well. Thanks Flipkart for the wonderful package.,Rev D CHARLES DEVA PRABAKAR,"Jul, 2019",2019-07-03,Beautiful product Added beauty kitchen Works well Thanks Flipkart wonderful package,0.0,0.732,0.268,0.9468,pos,0.0,0.621,0.379,0.9468,pos
3.0,"Good design.. different colour options would have been better.. loud noise, double the sound of my existing Coma mixer.. sometimes the vibration is too high.. it is a good deal for the price point.. but I would recommend to go for any other stable brand mixer..",Prashant Pillai,"Jul, 2019",2019-07-03,Good design different colour option would good loud noise double sound exist Coma mixer sometimes vibration high good deal price point I would recommend go stable brand mixer,0.0,0.368,0.632,0.9081,pos,0.0,0.225,0.775,0.872,pos
4.0,Grinding is very fast and smooth. But only one thing more noise. But has to purchase this jug. Very nice product. And flipkart taken only 1day to deliver its very fast delivery.Than flipkart to giving this good product.,Neelima Shashidhar,"Jun, 2019",2019-06-03,Grinding fast smooth But one thing noise But purchase jug Very nice product And flipkart take 1day deliver fast delivery Than flipkart give good product,0.0,0.258,0.742,0.8397,pos,0.0,0.252,0.748,0.9153,pos
4.0,"stylish product... I liked it personally... but one default I have seen is we can run it only in maximum speed ,may be only in my product ... lower speeds are not working ...over Al it is a good one.. delivery was also quiet fast...",Chaithra Shriyan,8months ago,2019-12-03,stylish product I like personally one default I see run maximum speed may product low speed work Al good one delivery also quiet fast,0.074,0.189,0.737,0.5106,pos,0.055,0.114,0.831,0.4497,pos
5.0,Very good packing neat and very satisfied. I just love it.nice Colour very handy awesome ,Sapna Senthil Kumar ,1month ago,2020-07-03,Very good packing neat satisfied I love nice Colour handy awesome,0.0,0.803,0.197,0.9655,pos,0.0,0.644,0.356,0.9591,pos
4.0,"Very nice according to my wife who is a kitchen expert. The motor is powerful only the plastic lids are of minimum thickness. Very nice product in this price range, good value for money. Also the outer plastic body is of mediocre quality, very often there are problems with reset switch.",Hemanth Kumar,8months ago,2019-12-03,Very nice accord wife kitchen expert The motor powerful plastic lid minimum thickness Very nice product price range good value money Also outer plastic body mediocre quality often problem reset switch,0.064,0.34,0.595,0.8906,pos,0.044,0.23,0.726,0.8906,pos
5.0,Good powerful product. Elegant. Packing was a bit ordinary and can be improved. However in this covid era one should not expect a better delivery than this.,Anupam Suresh  Gulwadi,14days ago,2020-07-20,Good powerful product Elegant Packing bit ordinary improve However covid era one expect good delivery,0.0,0.593,0.407,0.9274,pos,0.066,0.328,0.606,0.8589,pos
5.0,"Excellent...Love it , strong jar ,  powerful motor,  better than other brand like lips, Prestige etc. Value for money in this price Rs2650 .",MAHESH CHANDRA CHAUDHARY,15days ago,2020-07-19,Excellent Love strong jar powerful motor well brand like lip Prestige etc Value money price Rs2650,0.0,0.7,0.3,0.9638,pos,0.0,0.422,0.578,0.9169,pos
4.0,Product is good especially design is very attractive and worth your money but juicer could be more better. Over-all great product,amit dwivedi,18days ago,2020-07-16,Product good especially design attractive worth money juicer could good Over great product,0.0,0.656,0.344,0.9354,pos,0.0,0.499,0.501,0.9429,pos
5.0,"Really a very good product, if you too like to take juices separately like me then this is for you. I bought it at Flipkart Kitchen Sale for Rs 2400. Which was a really amazing deal.Its quality is excellent as well as easy to operate. If you want a better option then this is for you.",ABHISHEK SAINI,21days ago,2020-07-13,Really good product like take juice separately like I buy Flipkart Kitchen Sale Rs 2400 Which really amazing deal Its quality excellent well easy operate If want good option,0.0,0.56,0.44,0.9734,pos,0.0,0.351,0.649,0.9734,pos
5.0,"Good product and mixy jar, juicer jar are excellent super nice product",Flipkart Customer,22days ago,2020-07-12,Good product mixy jar juicer jar excellent super nice product,0.0,0.689,0.311,0.9231,pos,0.0,0.624,0.376,0.9231,pos
5.0,Very good quality compared to other diapers. Price is too competitive. My daughter likes to wear this diaper. The most loving part for me is that A qualitative product MADE IN NIA.,AJAD SINGH MANGARAJ,22days ago,2020-07-12,Very good quality compare diaper Price competitive My daughter like wear diaper The loving part A qualitative product MADE IN NIA,0.0,0.399,0.601,0.8832,pos,0.0,0.298,0.702,0.8976,pos
4.0,Great look with great work ..We are so much happy to buy this product,Aayush Kumar ,23days ago,2020-07-11,Great look great work We much happy buy product,0.0,0.665,0.335,0.9169,pos,0.0,0.525,0.475,0.9213,pos
4.0,"Over all good product at this price range.Does the job and hookwise aesthetically pleasing..!However, can be even better and more strongly built (when compared to prestige within same price range).. jars can be little big too..",Garima Pandey,26days ago,2020-07-08,Over good product price range Does job hookwise aesthetically please However even good strongly build compare prestige within price range jar little big,0.0,0.349,0.651,0.8481,pos,0.0,0.205,0.795,0.8169,pos
5.0,Good product... Value for money.... Working in good condition.. Good speed and rpm.. Powdering and batter making is easy.... In less time.. We can make butter from milk cream satisfied... This review is after one month,Dr. Joies Joseph,29days ago,2020-07-05,Good product Value money Working good condition Good speed rpm Powdering batter making easy In less time We make butter milk cream satisfy This review one month,0.0,0.447,0.553,0.9432,pos,0.0,0.359,0.641,0.9413,pos
5.0,Awesome product and fastest delivery please go through this product cause Butterfly is indian company ao support it i was purchase 2nd product of butterfly so it is great and awesome do not think in this price range is good .....And thank you so much flipkart i love you flipkart another indian company ......,Sandipsinh Solanki,29days ago,2020-07-05,Awesome product fast delivery please go product cause Butterfly indian company ao support purchase 2nd product butterfly great awesome think price range good And thank much flipkart love flipkart another indian company,0.0,0.528,0.472,0.9796,pos,0.0,0.371,0.629,0.9802,pos
4.0,Super nice mix also very beautiful nice colors,Flipkart Customer,1month ago,2020-07-03,Super nice mix also beautiful nice color,0.0,0.817,0.183,0.9246,pos,0.0,0.777,0.223,0.9322,pos
5.0,Spectacular product with a very decent look..& it is light weight too.. Moved it!! my gumma is so much happy with it!! Thank you flipkart..,Samiksha  Patekar ,1month ago,2020-07-03,Spectacular product decent look light weight Moved gumma much happy Thank flipkart,0.0,0.383,0.617,0.7351,pos,0.0,0.25,0.75,0.8246,pos
5.0,Very best product  we love flipkart      thank for good delivery  ten outfits ten,Regent George,1month ago,2020-07-03,Very best product love flipkart thank good delivery ten outfit ten,0.0,0.672,0.328,0.9366,pos,0.0,0.61,0.39,0.9336,pos
5.0,"VERY GOOD PRODUCT ,,,IT WILL GRINDE WELL AND HIGH POWER OF TAR AND FOUR ARS AND GOOD AND NICE COLOUR",Vinodh Yadhav,1month ago,2020-07-03,VERY GOOD PRODUCT IT WILL GRINDE WELL AND HIGH POWER OF TAR AND FOUR ARS AND GOOD AND NICE COLOUR,0.0,0.407,0.593,0.8748,pos,0.0,0.407,0.593,0.8748,pos
5.0,Powerful Grinder and Good quality and Capacity of jars... It has overload protection as well.. Good product from Butterfly ,KANHAIYA JI,1month ago,2020-07-03,Powerful Grinder Good quality Capacity jar It overload protection well Good product Butterfly,0.118,0.505,0.377,0.802,pos,0.092,0.393,0.515,0.802,pos
5.0,Superb such nice mixer better than other one I bought from flipkart thank you Flipkart to send me finally nice product now please sort out my television installation :(,Fardeen  Khan,1month ago,2020-07-03,Superb nice mixer well one I buy flipkart thank Flipkart send finally nice product please sort television installation,0.0,0.58,0.42,0.9393,pos,0.069,0.411,0.52,0.926,pos
5.0,"Best quality man. Excellent product. Very good color and rich look. Moved the juicer. Worth every penny. Bought it at 2,815/-",Muchakarla Rohith satya nivas,1month ago,2020-07-03,Best quality man Excellent product Very good color rich look Moved juicer Worth every penny Bought 2 815,0.0,0.565,0.435,0.9506,pos,0.0,0.509,0.491,0.9485,pos
4.0,Design looks good and quality as well.. Works fine till now.. Have given 4 star because of the quality of the product.. Need to focus on manufacturing with fine quality.. Overall it is quite worth the money...,David Sam,1month ago,2020-07-03,Design look good quality well Works fine till Have give 4 star quality product Need focus manufacturing fine quality Overall quite worth money,0.0,0.375,0.625,0.8313,pos,0.0,0.252,0.748,0.8313,pos
5.0,"Good product and nice for the home use and best at this price and motor is enough fast for quick grinding, blending and for mixing. Go for it without any doubt I submit my review after using 2 weeks works well and look great and quality of mixer jars comes along with it is very nice any heavy not light material and main unit body is also good and durable go for it if you plan to buy it.",Flipkart Customer,1month ago,2020-07-03,Good product nice home use best price motor enough fast quick grinding blending mix Go without doubt I submit review use 2 week work well look great quality mixer jar come along nice heavy light material main unit body also good durable go plan buy,0.0,0.393,0.607,0.9716,pos,0.0,0.254,0.746,0.9726,pos
5.0,It is working super in this price I recommend this juicer also available nice one,soma Ramesh,1month ago,2020-07-03,It work super price I recommend juicer also available nice one,0.0,0.535,0.465,0.8481,pos,0.0,0.434,0.566,0.8481,pos
5.0,Very nice and swift delivery by flipkart. Nicely packed without any scratches. Tried blending few things and it is awesome. Highly recommended considering the value for money.,Shibu Babu,1month ago,2020-07-03,Very nice swift delivery flipkart Nicely pack without scratch Tried blend thing awesome Highly recommend consider value money,0.0,0.595,0.405,0.9488,pos,0.0,0.442,0.558,0.9398,neu
4.0,"Product is good but juicer is not good , i am not satisfied withtee juicer, if your want buy this product for juice purpose then it is totally wastage of money, But for other purposes it is good",Flipkart Customer,1month ago,2020-07-03,Product good juicer good satisfied withtee juicer want buy product juice purpose totally wastage money But purpose good,0.0,0.454,0.546,0.8316,pos,0.132,0.156,0.712,0.0369,pos
