User Rating,User Review,User Name,Review Date,DateOfReview,FinalText,FinalTextSentimentNegative,FinalTextSentimentPositive,FinalTextSentimentNeutral,FinalTextSentimentCompound,FinalTextSentiment,UserReviewSentimentNegative,UserReviewSentimentPositive,UserReviewSentimentNeutral,UserReviewSentimentCompound,UserReviewSentiment
4.0,good,sujit kundu,"Jan, 2019",2019-01-04,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,good product,Flipkart Customer,"Mar, 2019",2019-03-04,good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
3.0,in this price range I am not expecting much wrethe hand are average quality I do not think it would be last unto the warranty period,prasadkumar p,"Dec, 2018",2018-12-04,price range I expect much wrethe hand average quality I think would last unto warranty period,0.0,0.176,0.824,0.4939,pos,0.0,0.113,0.887,0.4939,neu
4.0,"not fresh quality, look like second quality.",mihir sheth,"Dec, 2018",2018-12-04,fresh quality look like second quality,0.0,0.545,0.455,0.5859,pos,0.207,0.264,0.528,0.1376,pos
5.0,good product best quality worth off money,Sachin Mirjankar,"Dec, 2018",2018-12-04,good product best quality worth money,0.0,0.75,0.25,0.8402,pos,0.0,0.692,0.308,0.8402,pos
5.0,Super excellent quality then best price,Hariharan Pattappan,"Jul, 2019",2019-07-04,Super excellent quality best price,0.0,0.855,0.145,0.9153,pos,0.0,0.797,0.203,0.9153,pos
4.0,Good,Rajesh  Donaka,"Jan, 2019",2019-01-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,excellent,Barani Dharan,"Dec, 2018",2018-12-04,excellent,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,neu
3.0,this cooker is weight is very less I am not tell the is not extraordinary is okay,Karthick ,"Dec, 2018",2018-12-04,cooker weight less I tell extraordinary okay,0.0,0.241,0.759,0.2263,neu,0.094,0.0,0.906,-0.1695,neu
5.0,supper.....but,Joy Bapan,7months ago,2020-01-04,supper,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
4.0,"Rating it after 1 week use, good quality for the price range. It was 749 Re when bought it.",Shashikumar Ravadi,8months ago,2019-12-04,Rating 1 week use good quality price range It 749 Re buy,0.0,0.209,0.791,0.4404,pos,0.0,0.139,0.861,0.4404,neu
5.0,"superior...........product with good quality,,,,just try it.good packing....but delay delayed.......",Achus Nyns,11months ago,2019-09-04,superior product good quality try good packing delay delay,0.257,0.52,0.223,0.6908,pos,0.321,0.221,0.458,-0.0772,pos
5.0,nice product. thank you tipcart,vanmathykathirvel,"Apr, 2019",2019-04-04,nice product thank tipcart,0.0,0.726,0.274,0.6486,pos,0.0,0.639,0.361,0.6486,pos
5.0,very good quality and delivery. thanks to Flipkart team.,Mohammad Abdulsattar,"Mar, 2019",2019-03-04,good quality delivery thanks Flipkart team,0.0,0.592,0.408,0.7003,pos,0.0,0.465,0.535,0.7264,pos
4.0,good,Sasi V,"Dec, 2018",2018-12-04,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Comfortable rate good product,T S ramkumar ,"Dec, 2018",2018-12-04,Comfortable rate good product,0.0,0.756,0.244,0.7351,pos,0.0,0.756,0.244,0.7351,pos
5.0,good quality,Flipkart Customer,"Jan, 2019",2019-01-04,good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,simply super,Flipkart Customer,"Dec, 2018",2018-12-04,simply super,0.0,0.796,0.204,0.5994,neu,0.0,0.796,0.204,0.5994,neu
3.0,medium,Flipkart Customer,"Dec, 2018",2018-12-04,medium,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
4.0,Good ProductQuality is goodThank U Flip Part,Shaik SHAREEF,9months ago,2019-11-04,Good ProductQuality goodThank U Flip Part,0.0,0.367,0.633,0.4404,pos,0.0,0.326,0.674,0.4404,pos
5.0,very good product,Flipkart Customer,"Jul, 2019",2019-07-04,good product,0.0,0.744,0.256,0.4404,pos,0.0,0.615,0.385,0.4927,pos
5.0,Stoper quality very mouch happy to this purchase thank you flip kart,Flipkart Customer,"Jul, 2019",2019-07-04,Stoper quality mouch happy purchase thank flip kart,0.0,0.508,0.492,0.7351,pos,0.0,0.393,0.607,0.7564,pos
4.0,good,Shajahan.a Arakka,"Feb, 2019",2019-02-04,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Very good cookers at reasonable price.,Ashlin Anna Joseph,"Feb, 2019",2019-02-04,Very good cooker reasonable price,0.0,0.444,0.556,0.4927,pos,0.0,0.39,0.61,0.4927,pos
5.0,good product and good  quality quick delivery,Flipkart Customer,"Dec, 2018",2018-12-04,good product good quality quick delivery,0.0,0.592,0.408,0.7003,pos,0.0,0.537,0.463,0.7003,pos
5.0,Super,Philip Mani,"Jun, 2019",2019-06-04,Super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
5.0,excellent product,Avishek Das,"Jun, 2019",2019-06-04,excellent product,0.0,0.787,0.213,0.5719,neu,0.0,0.787,0.213,0.5719,neu
4.0,Suitable for 2/3 personnel family.,Flipkart Customer : Gokul Subba,"Mar, 2019",2019-03-04,Suitable 2 3 personnel family,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,OH it is Good at good price range,Bankeswar Roul,"Mar, 2019",2019-03-04,OH Good good price range,0.0,0.659,0.341,0.7003,pos,0.0,0.492,0.508,0.7003,pos
5.0,Very good products,Bala Subramanian,"Dec, 2018",2018-12-04,Very good product,0.0,0.615,0.385,0.4927,pos,0.0,0.615,0.385,0.4927,pos
3.0,good,Flipkart Customer,"Dec, 2018",2018-12-04,good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,neu
5.0,cooker was nice...but size very small..5trs not 5l ...it is 3l cooker..,Flipkart Customer,"Dec, 2018",2018-12-04,cooker nice size small 5trs 5l 3l cooker,0.0,0.286,0.714,0.4215,neg,0.0,0.0,1.0,0.0,neg
4.0,This product is cheating. Not 5l. Only for 3.5l handle damage,GNANA Sekaran,"Mar, 2019",2019-03-04,This product cheat Not 5l Only 3 5l handle damage,0.437,0.0,0.563,-0.7351,pos,0.43,0.0,0.57,-0.7783,pos
5.0,products will be good,Flipkart Customer,"Jan, 2019",2019-01-04,product good,0.0,0.744,0.256,0.4404,pos,0.0,0.492,0.508,0.4404,pos
5.0,good but I did not received one cap for 2lt cooker,Flipkart Customer,"Dec, 2018",2018-12-04,good I receive one cap 2lt cooker,0.0,0.326,0.674,0.4404,pos,0.0,0.163,0.837,0.2382,pos
5.0,nice cocker but it is not 3 liter. it is only 2.5 litre,JITENDRA SINGH,"Apr, 2019",2019-04-04,nice cocker 3 liter 2 5 litre,0.0,0.318,0.682,0.4215,pos,0.0,0.137,0.863,0.2263,pos
5.0,"Excellent product , pressure cooker are working fine ,nobody can refuse butterfly product .",MANOJ VISHWAKARMA,"Feb, 2019",2019-02-04,Excellent product pressure cooker work fine nobody refuse butterfly product,0.277,0.346,0.377,0.2732,pos,0.221,0.276,0.503,0.2732,pos
5.0,super,Flipkart Customer,9days ago,2020-07-26,super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
5.0,very nice product best quality,Jannath Kani,21days ago,2020-07-14,nice product best quality,0.0,0.778,0.222,0.7906,pos,0.0,0.716,0.284,0.8204,pos
5.0,Super,Flipkart Customer,22days ago,2020-07-13,Super,0.0,1.0,0.0,0.5994,neu,0.0,1.0,0.0,0.5994,neu
3.0,Small Cooker capacity do not 2 liter... actual capacity 1.2 Liter.,Vedika  Konge,29days ago,2020-07-06,Small Cooker capacity 2 liter actual capacity 1 2 Liter,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,Worth the money,Flipkart Customer,1month ago,2020-07-04,Worth money,0.0,0.655,0.345,0.2263,pos,0.0,0.487,0.513,0.2263,pos
5.0,Worth,Sundarajan Rajan,1month ago,2020-07-04,Worth,0.0,1.0,0.0,0.2263,pos,0.0,1.0,0.0,0.2263,pos
5.0,Good product,Flipkart Customer,1month ago,2020-07-04,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Good product .Value for money. Purchased 8 months back. Writing this review after proper using and collecting feedback from my wife,Flipkart Customer,4months ago,2020-04-04,Good product Value money Purchased 8 month back Writing review proper use collect feedback wife,0.0,0.29,0.71,0.6486,pos,0.0,0.218,0.782,0.6486,pos
5.0,Good,Flipkart Customer,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
4.0,Good product with good delivery,Rocky  Kumar,5months ago,2020-03-04,Good product good delivery,0.0,0.744,0.256,0.7003,pos,0.0,0.659,0.341,0.7003,pos
5.0,Superb,Siva Vino,8months ago,2019-12-04,Superb,0.0,1.0,0.0,0.6249,neu,0.0,1.0,0.0,0.6249,neu
5.0,really Not product,Flipkart Customer,9months ago,2019-11-04,really Not product,0.0,0.0,1.0,0.0,neu,0.0,0.0,1.0,0.0,neg
4.0,"nice product i buy rupees 1399,   but there is no weenty card  if the cooker has any complaint the butterfly company don't give warranty, the warranty card is needed   so we will give the money to the company",Flipkart Customer,9months ago,2019-11-04,nice product buy rupee 1399 weenty card cooker complaint butterfly company give warranty warranty card need give money company,0.1,0.127,0.773,0.1531,pos,0.132,0.045,0.824,-0.5719,pos
5.0,I can say family love for this product. Good Good Good never think when you want to buy this product just close your eyes and purchase it.,DAWOOD A JUMMARKAR ,9months ago,2019-11-04,I say family love product Good Good Good never think want buy product close eye purchase,0.049,0.513,0.438,0.9132,pos,0.0,0.392,0.608,0.9217,pos
5.0,nice & amazing,Flipkart Customer,9months ago,2019-11-04,nice amazing,0.0,1.0,0.0,0.765,pos,0.0,0.868,0.132,0.765,pos
5.0,awesome product i am very happy,Chinnu Ajith,9months ago,2019-11-04,awesome product happy,0.0,0.886,0.114,0.8316,pos,0.0,0.669,0.331,0.8439,pos
5.0,cost worth,sowmiya sri,9months ago,2019-11-04,cost worth,0.0,0.655,0.345,0.2263,pos,0.0,0.655,0.345,0.2263,pos
3.0,Received a perfect one thanks to flipkart...,Gayathri  Sekar,9months ago,2019-11-04,Received perfect one thanks flipkart,0.0,0.688,0.312,0.765,pos,0.0,0.569,0.431,0.765,pos
5.0,nice cooker value of money,Lalit  Sandhu,9months ago,2019-11-04,nice cooker value money,0.0,0.722,0.278,0.6369,pos,0.0,0.634,0.366,0.6369,pos
5.0,best product I love tipcart,Sreeragh Rk,10months ago,2019-10-04,best product I love tipcart,0.0,0.737,0.263,0.8555,pos,0.0,0.737,0.263,0.8555,pos
5.0,Superb product,Renu Agarwal,11months ago,2019-09-04,Superb product,0.0,0.804,0.196,0.6249,pos,0.0,0.804,0.196,0.6249,pos
5.0,good nice product,Zameen abdulla Zameen,11months ago,2019-09-04,good nice product,0.0,0.851,0.149,0.6908,pos,0.0,0.851,0.149,0.6908,pos
3.0,Nice Product ,Akshay,11months ago,2019-09-04,Nice Product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,nice one good product thanks flipkart for safe delivery,girish kumar,11months ago,2019-09-04,nice one good product thanks flipkart safe delivery,0.0,0.742,0.258,0.8885,pos,0.0,0.697,0.303,0.8885,pos
5.0,very nice product,Cigy Mathew,"Jul, 2019",2019-07-04,nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.607,0.393,0.4754,pos
5.0,Amazing! love it!!,Manik Shinde,"Jul, 2019",2019-07-04,Amazing love,0.0,1.0,0.0,0.8402,pos,0.0,0.899,0.101,0.8713,pos
4.0,good product,mekala sankar,"Jul, 2019",2019-07-04,good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,nice product..,DARSI SUBASH,"Jun, 2019",2019-06-04,nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
4.0,good product.. it will cook anything...,Mamatha  U,"May, 2019",2019-05-04,good product cook anything,0.0,0.492,0.508,0.4404,pos,0.0,0.367,0.633,0.4404,pos
4.0,okay,Flipkart Customer,"May, 2019",2019-05-04,okay,0.0,1.0,0.0,0.2263,pos,0.0,1.0,0.0,0.2263,pos
5.0,nice product,Flipkart Customer,"May, 2019",2019-05-04,nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
3.0,5L cooker looking like a small cooker 2L cooker not working,M.Sophia Sreenivas,"May, 2019",2019-05-04,5L cooker look like small cooker 2L cooker work,0.0,0.238,0.762,0.3612,pos,0.0,0.2,0.8,0.3612,pos
5.0,Fast delivery boys good,Flipkart Customer,"Apr, 2019",2019-04-04,Fast delivery boys good,0.0,0.492,0.508,0.4404,pos,0.0,0.492,0.508,0.4404,pos
5.0,Nice product Good quality,vijay,"Apr, 2019",2019-04-04,Nice product Good quality,0.0,0.74,0.26,0.6908,pos,0.0,0.74,0.26,0.6908,pos
5.0,nice but small items and 3rd lid availability okay.only 2lids in packing,Flipkart Customer,"Mar, 2019",2019-03-04,nice small item 3rd lid availability okay 2lids pack,0.0,0.402,0.598,0.5719,pos,0.0,0.147,0.853,0.2263,pos
5.0,Everything is okay . But capacity is 4 L not 5L but gross capacity is 5L. It is original and good product,MONU  KUMAR,"Feb, 2019",2019-02-04,Everything okay But capacity 4 L 5L gross capacity 5L It original good product,0.157,0.504,0.34,0.8481,pos,0.0,0.495,0.505,0.9492,pos
3.0,okay,Flipkart Customer,"Jan, 2019",2019-01-04,okay,0.0,1.0,0.0,0.2263,pos,0.0,1.0,0.0,0.2263,pos
5.0,good products and good quality I am so very happy thanks for flipkart,Lakshmi Mahesh ,"Dec, 2018",2018-12-04,good product good quality I happy thanks flipkart,0.0,0.756,0.244,0.9081,pos,0.0,0.6,0.4,0.9262,pos
5.0,Nice..,JINSHAD PI,"Jun, 2019",2019-06-04,Nice,0.0,1.0,0.0,0.4215,pos,0.0,1.0,0.0,0.4215,neg
3.0,Not good nor bad handle is too much loose overtime after 1 day we need to fit the handle and product is okay,Flipkart Customer,"Mar, 2019",2019-03-04,Not good bad handle much loose overtime 1 day need fit handle product okay,0.225,0.346,0.429,0.3703,pos,0.24,0.149,0.611,-0.397,pos
3.0,Nice product,Amal prasad,"Dec, 2018",2018-12-04,Nice product,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,nice quality...,Aurobinda Dash,"Jan, 2019",2019-01-04,nice quality,0.0,0.737,0.263,0.4215,pos,0.0,0.737,0.263,0.4215,pos
5.0,"Good 3 L cooker, nice product. Value of money",Hem Chandra  joshi,"Mar, 2019",2019-03-04,Good 3 L cooker nice product Value money,0.0,0.747,0.253,0.8964,pos,0.0,0.703,0.297,0.8964,pos
5.0,"Correct time delivery , good  response",My Account,"Dec, 2018",2018-12-04,Correct time delivery good response,0.0,0.42,0.58,0.4404,pos,0.0,0.367,0.633,0.4404,pos
4.0,Supper se bye upper. Really denial of normal’t think much about the set go for it and enjoy the quality of the product.,Rahamatulla Baig,"Jun, 2019",2019-06-04,Supper se bye upper Really denial normal think much set go enjoy quality product,0.0,0.198,0.802,0.4939,pos,0.0,0.127,0.873,0.4939,pos
5.0,quality is good in best price.....,Kishore Kumar Kondra,"Jun, 2019",2019-06-04,quality good best price,0.0,0.78,0.22,0.7964,pos,0.0,0.64,0.36,0.7964,pos
5.0,super,Flipkart Customer,"Apr, 2019",2019-04-04,super,0.0,1.0,0.0,0.5994,pos,0.0,1.0,0.0,0.5994,pos
3.0,Very good products,Flipkart Customer,"Mar, 2019",2019-03-04,Very good product,0.0,0.615,0.385,0.4927,pos,0.0,0.615,0.385,0.4927,pos
4.0,good job in this rate,PREMKUMAR GANJI,"Jan, 2019",2019-01-04,good job rate,0.0,0.592,0.408,0.4404,pos,0.0,0.42,0.58,0.4404,pos
5.0,Thank you flirtkart it amazing product....,Flipkart Customer,"Jan, 2019",2019-01-04,Thank flirtkart amazing product,0.0,0.759,0.241,0.743,pos,0.0,0.612,0.388,0.743,pos
4.0,okay,Lokesh Pmk,"Dec, 2018",2018-12-04,okay,0.0,1.0,0.0,0.2263,pos,0.0,1.0,0.0,0.2263,pos
5.0,good product,Erfan gazi montu,"Dec, 2018",2018-12-04,good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,neu
4.0,Good product but quality low,Siraj Pv,"Dec, 2018",2018-12-04,Good product quality low,0.3,0.414,0.286,0.2023,neu,0.349,0.257,0.395,-0.1779,neu
4.0,Urethan my expectations,Abdul Salam,Today,2020-08-04,Urethan expectation,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
4.0,Nice to buy,Aslam Basha,Today,2020-08-04,Nice buy,0.0,0.737,0.263,0.4215,pos,0.0,0.583,0.417,0.4215,pos
4.0,It very good product,Flipkart Customer,Today,2020-08-04,It good product,0.0,0.592,0.408,0.4404,pos,0.0,0.516,0.484,0.4927,pos
4.0,Very amazing product it is very useful,Flipkart Customer,Today,2020-08-04,Very amazing product useful,0.0,0.784,0.216,0.8051,pos,0.0,0.593,0.407,0.8067,pos
5.0,Good,kabilan raman,Today,2020-08-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,neu
3.0,The size is smaller than expected and quality of the product is not good.  It had lot of scratches inside the lid and vessel.For this price it could have been a little better.,Murali Mariyappan,Today,2020-08-04,The size small expect quality product good It lot scratch inside lid vessel For price could little good,0.0,0.256,0.744,0.6712,pos,0.067,0.072,0.861,0.0518,pos
5.0,Fantastic,Flipkart Customer,Today,2020-08-04,Fantastic,0.0,1.0,0.0,0.5574,pos,0.0,1.0,0.0,0.5574,pos
5.0,Good one,Yogesh Prajapat,Today,2020-08-04,Good one,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
3.0,product looks good. but the color is getting black after use.,pranav sreekumar,Today,2020-08-04,product look good color get black use,0.0,0.326,0.674,0.4404,pos,0.0,0.163,0.837,0.2382,pos
4.0,Good product,Mira Moharana,Today,2020-08-04,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product.... thanks Flipkart,vaibhav  chaudhari ,Today,2020-08-04,Nice product thanks Flipkart,0.0,0.74,0.26,0.6908,pos,0.0,0.74,0.26,0.6908,pos
5.0,Excellent,Chandra Sekhar Payyavula,Today,2020-08-04,Excellent,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,pos
5.0,Good,kabilan raman,Today,2020-08-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,neu
3.0,The size is smaller than expected and quality of the product is not good.  It had lot of scratches inside the lid and vessel.For this price it could have been a little better.,Murali Mariyappan,Today,2020-08-04,The size small expect quality product good It lot scratch inside lid vessel For price could little good,0.0,0.256,0.744,0.6712,pos,0.067,0.072,0.861,0.0518,pos
5.0,Fantastic,Flipkart Customer,Today,2020-08-04,Fantastic,0.0,1.0,0.0,0.5574,pos,0.0,1.0,0.0,0.5574,pos
5.0,Good one,Yogesh Prajapat,Today,2020-08-04,Good one,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
3.0,product looks good. but the color is getting black after use.,pranav sreekumar,Today,2020-08-04,product look good color get black use,0.0,0.326,0.674,0.4404,pos,0.0,0.163,0.837,0.2382,pos
4.0,Good product,Mira Moharana,Today,2020-08-04,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product.... thanks Flipkart,vaibhav  chaudhari ,Today,2020-08-04,Nice product thanks Flipkart,0.0,0.74,0.26,0.6908,pos,0.0,0.74,0.26,0.6908,pos
5.0,Excellent,Chandra Sekhar Payyavula,Today,2020-08-04,Excellent,0.0,1.0,0.0,0.5719,pos,0.0,1.0,0.0,0.5719,pos
5.0,Good product,Arun kumar Das,Today,2020-08-04,Good product,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
4.0,Good. Expected to be a little more heavier,Devika Jambu,Today,2020-08-04,Good Expected little heavier,0.0,0.492,0.508,0.4404,pos,0.0,0.293,0.707,0.4404,pos
5.0,Awesome product,Sonakshi  Sharma,Today,2020-08-04,Awesome product,0.0,0.804,0.196,0.6249,pos,0.0,0.804,0.196,0.6249,pos
3.0,Nice but not 235 it is 1/2 1,Rajesh Jailkar,Today,2020-08-04,Nice 235 1 2 1,0.0,0.412,0.588,0.4215,pos,0.0,0.213,0.787,0.2263,pos
4.0,Very good,Flipkart Customer,Today,2020-08-04,Very good,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Manu Rc  Manu Rc ,Today,2020-08-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Awesome and best pressure cooker and this price with good quality at good price with good texture,Flipkart Customer,1day ago,2020-08-03,Awesome best pressure cooker price good quality good price good texture,0.091,0.702,0.207,0.9413,neu,0.073,0.563,0.364,0.9413,neu
3.0,Less wait,Flipkart Customer,1day ago,2020-08-03,Less wait,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
4.0,Quality was too good,Flipkart Customer,1day ago,2020-08-03,Quality good,0.0,0.744,0.256,0.4404,pos,0.0,0.492,0.508,0.4404,pos
